etapa,respondent_id,collector_id,date_created,date_modified,ip_address,consentimiento,genero,edad,instruccion,pais,ciudad,trabajo,t_cria,afiliacion,t_afiliacion,experiencia,cria_cardenal,cosecha,conocimiento_1,conocimiento_2,conocimiento_3,conocimiento_4,conocimiento_5,conocimiento_6,conocimiento_7,conocimiento_8,conocimiento_9,conocimiento_10,intencion_tenencia1,intencion_tenencia2,intencion_participacion1,intencion_participacion2,act_reconocimiento,act_colaboracion1,act_colaboracion2,act_impostor1,act_impostor2,norm_reconocimiento1,norm_reconocimiento2,norm_colaboracion1,norm_colaboracion2,norm_impostor1,norm_impostor2,moral1,moral2,control_reconocimiento,control_colaboracion,control_impostor,red_comunicacion1,red_comunicacion2,Persona 4_relacion,Persona 4_tiempo,Persona 4_frecuencia,Persona 4_edad,Persona 4_pais,Persona 4_experiencia,Persona 3_relacion,Persona 3_tiempo,Persona 3_frecuencia,Persona 3_edad,Persona 3_pais,Persona 3_experiencia,Persona 2_relacion,Persona 2_tiempo,Persona 2_frecuencia,Persona 2_edad,Persona 2_pais,Persona 2_experiencia,Persona 1_relacion,Persona 1_tiempo,Persona 1_frecuencia,Persona 1_edad,Persona 1_pais,Persona 1_experiencia,t_cria2,t_afiliacion2,instruccion2,trabajo2,genero2,cria_cardenal2,afiliacion2,cosecha2,pais2,red_comunicacion1b,respondent_id,age,country,expert,intention,moral,att,norms,conform,intention2,expert2,by
piloto,13420042588,414689816,25/3/2022 15:29,25/3/2022 15:39,189.127.167.172,Acepto,Masculino,YoungAdults,Técnica,Venezuela,Cocorote,Empleado (a),No crío Cardenalitos,No afiliado,No estoy afiliado,No_breed,No,No crío Cardenalito,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,1,NA,4,5,2,4,5,5,1,1,NA,3,4,3,NA,NA,4,NA,3,"Si, tengo mis consultores",1 persona,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Avicultural_directive,4,3,Seniors,Venezuela,Expert,I dont breed RS,Not affiliated,University,Employed,Male,No,No afiliated,No crío Cardenalito,Venezuela,Yes_network,13420042588,YoungAdults,Venezuela,No_breed,4,-0.1780864490353959,-1.7503470059734834,-0.4670068838651119,0.12574762532314096,1,0,respondent_id
piloto,13418085934,414689816,24/3/2022 13:55,24/3/2022 14:00,186.167.249.253,Acepto,Masculino,YoungAdults,Técnica,Venezuela,Cabudare,Empleado (a),No crío Cardenalitos,Miembro activo,Hace tiempo (más de 5 años),No_breed,No,No crío Cardenalito,1,NA,NA,1,1,1,NA,1,1,NA,1,1,NA,4,4,4,5,5,5,5,5,3,NA,4,NA,NA,NA,4,3,3,"No consulto a nadie, tomo mis propias decisiones cuando quiero manejar mi aviario",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I dont breed RS,more than 5 years,University,Employed,Male,No,Active member,No crío Cardenalito,Venezuela,No_network,13418085934,YoungAdults,Venezuela,No_breed,4,0.38382613066892585,0.15048071637067312,-0.7227831779151123,-0.743787178817907,1,0,respondent_id
piloto,13418030486,414689816,24/3/2022 13:25,24/3/2022 13:34,186.167.248.10,Acepto,Masculino,Adults,Técnica,Venezuela,Barquisimeto,Desempleado (a),5 – 10 años,No afiliado,No estoy afiliado,Expert,No,2-5 pichones,1,NA,NA,NA,1,1,NA,NA,1,NA,2,2,NA,4,4,3,4,4,4,2,4,3,NA,3,NA,3,NA,4,NA,NA,"Si, tengo mis consultores",1 persona,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Partner_breeder,4,3,Adults,Venezuela,Expert,NA,Not affiliated,University,Unemployed,Male,No,No afiliated,NA,Venezuela,Yes_network,13418030486,Adults,Venezuela,Expert,4,-1.1420682379997946,-1.5427720464039334,-0.7227831779151123,0.12574762532314096,1,1,respondent_id
piloto,13417998145,414689816,24/3/2022 13:06,24/3/2022 13:14,186.167.243.176,Acepto,Femenino,Adults,Técnica,Venezuela,Duaca,Desempleado (a),No crío Cardenalitos,No afiliado,No estoy afiliado,No_breed,No,"Ninguno, nunca logré la cría",1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I dont breed RS,Not affiliated,University,Unemployed,Female,No,No afiliated,Ninguno,Venezuela,NA,13417998145,Adults,Venezuela,No_breed,NA,0.10514279017686863,0.22358271235673532,0.24982347190609822,0.12574762532314096,NA,0,respondent_id
piloto,13417987741,414689816,24/3/2022 13:01,24/3/2022 13:04,186.167.243.176,Acepto,Masculino,Adults,Secundaria completa,Venezuela,Marín,Empleado (a),No crío Cardenalitos,No afiliado,No estoy afiliado,No_breed,No,No crío Cardenalito,1,NA,NA,NA,1,1,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I dont breed RS,Not affiliated,NA,Employed,Male,No,No afiliated,No crío Cardenalito,Venezuela,NA,13417987741,Adults,Venezuela,No_breed,NA,0.10514279017686863,0.22358271235673532,0.24982347190609822,0.12574762532314096,NA,0,respondent_id
piloto,13417895783,414689816,24/3/2022 12:14,24/3/2022 12:15,186.167.242.234,Acepto,Masculino,Adults,Secundaria completa,Venezuela,Valencia,Empleado (a),No crío Cardenalitos,No afiliado,No estoy afiliado,No_breed,No,No crío Cardenalito,1,NA,NA,NA,NA,1,NA,NA,NA,NA,2,2,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I dont breed RS,Not affiliated,NA,Employed,Male,No,No afiliated,No crío Cardenalito,Venezuela,NA,13417895783,Adults,Venezuela,No_breed,3,0.10514279017686863,0.22358271235673532,0.24982347190609822,0.12574762532314096,0,0,respondent_id
piloto,13417888431,414689816,24/3/2022 12:10,24/3/2022 12:12,186.167.242.234,Acepto,Masculino,Adults,Técnica,Venezuela,Valencia,Empleado (a),5 – 10 años,Miembro inactivo,Hace tiempo (más de 5 años),Formation,No,2-5 pichones,1,NA,NA,NA,NA,1,NA,NA,NA,NA,4,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,more than 5 years,University,Employed,Male,No,Inactive member,NA,Venezuela,NA,13417888431,Adults,Venezuela,Formation,3,0.10514279017686863,0.22358271235673532,0.24982347190609822,0.12574762532314096,0,0,respondent_id
piloto,13417623862,414689816,24/3/2022 9:59,24/3/2022 10:07,190.206.151.202,Acepto,Masculino,Seniors,Universitaria,Venezuela,VALENCIA,Desempleado (a),No crío Cardenalitos,Miembro activo,Hace mucho (más de 10 años),No_breed,No,No crío Cardenalito,1,NA,NA,NA,1,1,1,NA,1,NA,1,1,NA,5,4,4,4,4,5,2,4,NA,3,5,NA,NA,NA,4,NA,1,No me interesa la cría de Cardenalito.,1 persona,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Partner_breeder,3,3,Seniors,Venezuela,Expert,I dont breed RS,more than 10 years,University,Unemployed,Male,No,Active member,No crío Cardenalito,Venezuela,No_intentions,13417623862,Seniors,Venezuela,No_breed,5,0.38382613066892585,-0.8433433576519225,-0.1343287110276904,-1.0793894782929114,1,0,respondent_id
piloto,13417599063,414689816,24/3/2022 9:48,24/3/2022 9:55,190.206.151.202,Acepto,Masculino,YoungAdults,Técnica,Venezuela,Valencia,Empleado (a),No crío Cardenalitos,No afiliado,No estoy afiliado,No_breed,No,No crío Cardenalito,1,NA,NA,NA,NA,1,NA,NA,NA,NA,4,3,3,4,3,4,4,4,4,3,4,NA,NA,3,NA,NA,NA,4,3,NA,"Si, tengo mis consultores",2 personas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Partner_breeder,NA,3,NA,Venezuela,NA,Partner_breeder,3,2,Seniors,Venezuela,Expert,I dont breed RS,Not affiliated,University,Employed,Male,No,No afiliated,No crío Cardenalito,Venezuela,Yes_network,13417599063,YoungAdults,Venezuela,No_breed,4,0.2444844604228972,-0.49769362044158644,-0.5184808939614789,-0.743787178817907,1,0,respondent_id
piloto,13416337520,414689816,23/3/2022 16:02,23/3/2022 16:08,189.127.166.106,Acepto,Masculino,Adults,Técnica,Venezuela,San felipe,Empleado (a),No crío Cardenalitos,No afiliado,No estoy afiliado,No_breed,No,No crío Cardenalito,1,NA,NA,NA,1,1,NA,NA,1,NA,2,2,NA,4,4,3,4,4,3,3,4,NA,3,4,NA,NA,NA,5,NA,3,"Si, tengo mis consultores",1 persona,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Partner_breeder,3,2,Seniors,Venezuela,Expert,I dont breed RS,Not affiliated,University,Employed,Male,No,No afiliated,No crío Cardenalito,Venezuela,Yes_network,13416337520,Adults,Venezuela,No_breed,4,0.5401403507081713,-0.7783705759971988,-0.1343287110276904,0.12574762532314096,1,0,respondent_id
piloto,13416326571,414689816,23/3/2022 15:56,23/3/2022 15:57,189.127.166.105,Acepto,Masculino,Adults,Técnica,Venezuela,San felipe,Empleado (a),No crío Cardenalitos,No afiliado,No estoy afiliado,No_breed,No,No crío Cardenalito,1,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I dont breed RS,Not affiliated,University,Employed,Male,No,No afiliated,No crío Cardenalito,Venezuela,NA,13416326571,Adults,Venezuela,No_breed,NA,0.10514279017686863,0.22358271235673532,0.24982347190609822,0.12574762532314096,NA,0,respondent_id
piloto,13415960605,414689816,23/3/2022 12:44,23/3/2022 12:50,186.167.249.65,Acepto,Masculino,Seniors,Universitaria,Venezuela,Barquisimeto,Desempleado (a),No crío Cardenalitos,Miembro inactivo,Hace mucho (más de 10 años),No_breed,No,No crío Cardenalito,1,NA,NA,1,1,1,NA,NA,1,NA,2,1,5,5,4,3,4,5,5,3,4,3,NA,5,NA,NA,NA,4,3,3,No me interesa la cría de Cardenalito.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I dont breed RS,more than 10 years,University,Unemployed,Male,No,Inactive member,No crío Cardenalito,Venezuela,No_intentions,13415960605,Seniors,Venezuela,No_breed,5,0.38382613066892585,-1.1971223091935972,-0.7227831779151123,-0.743787178817907,1,0,respondent_id
piloto,13415726726,414689816,23/3/2022 10:51,23/3/2022 10:58,186.167.248.240,Acepto,Masculino,Adults,Universitaria,Venezuela,Independencia,Empleado (a),No crío Cardenalitos,No afiliado,No estoy afiliado,No_breed,No,No crío Cardenalito,1,NA,NA,1,1,1,NA,NA,1,NA,1,1,NA,4,4,3,4,4,4,2,4,NA,NA,4,NA,NA,NA,4,3,NA,"No consulto a nadie, tomo mis propias decisiones cuando quiero manejar mi aviario",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I dont breed RS,Not affiliated,University,Employed,Male,No,No afiliated,No crío Cardenalito,Venezuela,No_network,13415726726,Adults,Venezuela,No_breed,4,0.2444844604228972,-1.124020313207535,-0.1343287110276904,-0.743787178817907,1,0,respondent_id
piloto,13415603046,414689816,23/3/2022 9:50,23/3/2022 9:56,186.167.248.240,Acepto,Masculino,Seniors,Universitaria,Venezuela,Barquisimeto,Jubilado (a),Más de 10 años,Miembro inactivo,Hace mucho (más de 10 años),Expert,No,2-5 pichones,NA,1,NA,1,1,1,NA,NA,1,NA,2,2,NA,4,3,2,3,NA,4,2,4,4,NA,NA,NA,NA,NA,4,3,NA,"Si, tengo mis consultores",1 persona,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Avicultural_directive,4,2,Adults,Venezuela,Expert,more than 10 years,more than 10 years,University,Retired,Male,No,Inactive member,NA,Venezuela,Yes_network,13415603046,Seniors,Venezuela,Expert,4,0.2444844604228972,-1.7803238643511332,-0.5184808939614789,-0.743787178817907,1,1,respondent_id
piloto,13415561332,414689816,23/3/2022 9:28,23/3/2022 9:38,186.167.248.240,Acepto,Masculino,Adults,Universitaria,Venezuela,Cocorote,Empleado (a),No crío Cardenalitos,No afiliado,No estoy afiliado,No_breed,No,No crío Cardenalito,1,NA,NA,NA,1,1,NA,NA,NA,NA,1,1,NA,4,4,3,4,4,3,3,4,3,NA,4,NA,NA,NA,5,3,NA,"Si, tengo mis consultores",2 personas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Partner_breeder,NA,2,NA,Venezuela,NA,Partner_breeder,3,2,Adults,Venezuela,Expert,I dont breed RS,Not affiliated,University,Employed,Male,No,No afiliated,No crío Cardenalito,Venezuela,Yes_network,13415561332,Adults,Venezuela,No_breed,4,0.5401403507081713,-1.1971223091935972,-0.7227831779151123,-0.743787178817907,1,0,respondent_id
piloto,13413714885,414689816,22/3/2022 11:58,22/3/2022 12:02,189.127.167.179,Acepto,Masculino,Seniors,Universitaria,Venezuela,Barquisimeto,Empleado (a),No crío Cardenalitos,Miembro activo,Hace mucho (más de 10 años),No_breed,No,No crío Cardenalito,1,NA,NA,1,NA,1,NA,NA,NA,NA,2,2,3,4,4,3,4,4,3,3,4,NA,NA,3,NA,3,3,4,NA,NA,"No consulto a nadie, tomo mis propias decisiones cuando quiero manejar mi aviario",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I dont breed RS,more than 10 years,University,Employed,Male,No,Active member,No crío Cardenalito,Venezuela,No_network,13413714885,Seniors,Venezuela,No_breed,4,-1.2814099082458232,-0.7783705759971988,-0.1343287110276904,0.12574762532314096,1,0,respondent_id
piloto,13412319936,414689816,21/3/2022 18:49,21/3/2022 18:56,189.127.166.105,Acepto,Masculino,Adults,Universitaria,Venezuela,San diego,Empleado (a),No crío Cardenalitos,Miembro activo,Hace mucho (más de 10 años),Expert,No,No crío Cardenalito,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,2,NA,4,4,3,3,4,4,1,3,1,NA,3,NA,NA,NA,5,3,3,"Si, tengo mis consultores",2 personas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Partner_breeder,4,3,NA,Venezuela,NA,Partner_breeder,3,2,Seniors,Venezuela,Expert,I dont breed RS,more than 10 years,University,Employed,Male,No,Active member,No crío Cardenalito,Venezuela,Yes_network,13412319936,Adults,Venezuela,Expert,4,0.6794820209541999,-3.1015518455950515,-1.899692111689956,-0.743787178817907,1,1,respondent_id
piloto,13412124643,414689816,21/3/2022 17:01,21/3/2022 17:06,189.127.166.105,Acepto,Masculino,Adults,Universitaria,Venezuela,Cabudare,Empleado (a),No crío Cardenalitos,Miembro activo,Hace mucho (más de 10 años),No_breed,No,No crío Cardenalito,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,NA,4,4,3,4,3,3,4,4,3,NA,3,3,NA,NA,3,NA,NA,No me interesa la cría de Cardenalito.,1 persona,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Partner_breeder,4,3,Adults,Venezuela,Expert,I dont breed RS,more than 10 years,University,Employed,Male,No,Active member,No crío Cardenalito,Venezuela,No_intentions,13412124643,Adults,Venezuela,No_breed,4,-0.8917673500587558,-0.8514725719832611,-1.4396135336863225,0.12574762532314096,1,0,respondent_id
piloto,13412029295,414689816,21/3/2022 16:10,21/3/2022 16:15,189.127.166.105,Acepto,Masculino,Seniors,Universitaria,Venezuela,Cabudare,Jubilado (a),No crío Cardenalitos,Miembro inactivo,Hace mucho (más de 10 años),No_breed,No,No crío Cardenalito,1,NA,NA,NA,NA,1,NA,NA,NA,NA,2,1,3,3,4,3,4,3,3,3,NA,3,3,4,NA,NA,NA,4,3,3,"No consulto a nadie, tomo mis propias decisiones cuando quiero manejar mi aviario",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I dont breed RS,more than 10 years,University,Retired,Male,No,Inactive member,No crío Cardenalito,Venezuela,No_network,13412029295,Seniors,Venezuela,No_breed,3,0.10514279017686863,-1.1971223091935972,-0.7227831779151123,-0.743787178817907,0,0,respondent_id
piloto,13412020689,414689816,21/3/2022 16:06,21/3/2022 16:08,189.127.166.105,Acepto,Masculino,Seniors,Universitaria,Venezuela,Cabudare,Jubilado (a),No crío Cardenalitos,Miembro inactivo,Hace mucho (más de 10 años),No_breed,No,No crío Cardenalito,1,NA,NA,NA,1,1,NA,NA,NA,NA,2,2,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I dont breed RS,more than 10 years,University,Retired,Male,No,Inactive member,No crío Cardenalito,Venezuela,NA,13412020689,Seniors,Venezuela,No_breed,4,0.10514279017686863,0.22358271235673532,0.24982347190609822,0.12574762532314096,1,0,respondent_id
piloto,13411830661,414689816,21/3/2022 14:32,21/3/2022 14:38,189.127.166.105,Acepto,Masculino,Adults,Universitaria,Venezuela,Cabudare,Empleado (a),5 – 10 años,No afiliado,No estoy afiliado,Formation,No,No crío Cardenalito,1,NA,NA,NA,1,1,NA,NA,NA,NA,2,2,NA,4,NA,3,4,3,3,3,4,3,3,3,NA,NA,NA,3,3,3,"Si, tengo mis consultores",1 persona,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Avicultural_directive,3,2,Adults,Venezuela,Expert,NA,Not affiliated,University,Employed,Male,No,No afiliated,No crío Cardenalito,Venezuela,Yes_network,13411830661,Adults,Venezuela,Formation,4,-0.3298547703544341,-1.1971223091935972,-0.3386309949813237,-0.743787178817907,1,0,respondent_id
piloto,13410338113,414689816,20/3/2022 19:56,20/3/2022 20:05,88.3.98.180,Acepto,Masculino,Seniors,Universitaria,España,almeria,Empleado (a),Más de 10 años,Miembro activo,Hace mucho (más de 10 años),Expert,Si,Más de 5 pichones,1,NA,NA,NA,1,NA,1,NA,1,NA,1,1,5,5,5,5,5,5,1,5,5,4,NA,5,NA,NA,NA,1,NA,3,"No consulto a nadie, tomo mis propias decisiones cuando quiero manejar mi aviario",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,more than 10 years,more than 10 years,University,Employed,Male,Yes,Active member,Más de 5 pichones,Spain,No_network,13410338113,Seniors,Spain,Expert,5,-1.4785332319090967,0.8499094051226839,0.24982347190609822,0.12574762532314096,1,1,respondent_id
piloto,13410066696,414689816,20/3/2022 15:25,20/3/2022 15:33,190.43.229.85,Acepto,Masculino,Seniors,Universitaria,Brasil,Sao paulo,Empleado (a),Más de 10 años,Miembro activo,Hace mucho (más de 10 años),Expert,Si,Más de 50 pichones,NA,NA,NA,NA,1,NA,NA,NA,1,NA,4,4,5,5,4,4,4,3,3,4,4,1,NA,4,NA,NA,NA,4,3,3,"Si, tengo mis consultores",2 personas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Avicultural_directive,NA,2,NA,Brasil,NA,Partner_breeder,3,2,Seniors,Brasil,Expert,more than 10 years,more than 10 years,University,Employed,Male,Yes,Active member,Más de 50 pichones,Brazil,Yes_network,13410066696,Seniors,Brazil,Expert,5,0.10514279017686863,-1.4082990828204454,-1.899692111689956,-0.743787178817907,1,1,respondent_id
piloto,13409517945,414689816,20/3/2022 2:38,20/3/2022 2:41,95.127.48.235,Acepto,Masculino,Seniors,Secundaria completa,España,Caceres,Empleado (a),2 años,Miembro activo,Hace mucho (más de 10 años),Formation,Si,2-5 pichones,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2 - 3 years,more than 10 years,NA,Employed,Male,Yes,Active member,NA,Spain,NA,13409517945,Seniors,Spain,Formation,NA,0.10514279017686863,0.22358271235673532,0.24982347190609822,0.12574762532314096,NA,0,respondent_id
piloto,13409128986,414689816,19/3/2022 15:26,19/3/2022 15:33,46.222.30.44,Acepto,Masculino,Adults,Técnica,España,Gautegiz de Arteaga,Empleado (a),1 año,Miembro activo,Recientemente (más de 1 año),Formation,Si,Más de 10 pichones,1,NA,1,1,1,1,1,1,1,NA,1,1,5,5,5,5,5,1,1,5,5,5,NA,5,NA,NA,NA,5,NA,1,"Si, tengo mis consultores",2 personas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Experts,NA,3,NA,España,NA,Experts,2,3,Adults,España,Expert,1 year,NA,University,Employed,Male,Yes,Active member,Más de 10 pichones,Spain,Yes_network,13409128986,Adults,Spain,Formation,5,0.26145701021611406,1.2686611383190822,0.8382779387935201,-1.0793894782929114,1,0,respondent_id
piloto,13408983833,414689816,19/3/2022 12:38,19/3/2022 12:56,95.20.46.100,Acepto,Masculino,Seniors,Secundaria completa,España,Palencia España,Jubilado (a),Más de 10 años,Miembro activo,Hace mucho (más de 10 años),Expert,Si,Más de 10 pichones,1,NA,NA,NA,1,NA,1,NA,1,NA,1,1,5,5,5,5,5,NA,1,5,5,5,3,4,NA,NA,NA,5,NA,3,"No consulto a nadie, tomo mis propias decisiones cuando quiero manejar mi aviario",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,more than 10 years,more than 10 years,NA,Retired,Male,Yes,Active member,Más de 10 pichones,Spain,No_network,13408983833,Seniors,Spain,Expert,5,0.26145701021611406,1.2686611383190822,0.8382779387935201,0.12574762532314096,1,1,respondent_id
piloto,13408694648,414689816,19/3/2022 7:56,19/3/2022 12:31,200.68.185.39,Acepto,Masculino,Seniors,Universitaria,España,León,Empleado (a),2 años,Miembro activo,Hace tiempo (más de 5 años),Formation,Si,Más de 10 pichones,NA,NA,1,NA,NA,1,NA,NA,NA,NA,1,1,5,5,4,3,5,NA,1,5,5,5,NA,5,NA,NA,NA,4,NA,NA,"Si, tengo mis consultores",2 personas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Partner_breeder,NA,2,NA,España,NA,Partner_breeder,3,2,Seniors,España,Expert,2 - 3 years,more than 5 years,University,Employed,Male,Yes,Active member,Más de 10 pichones,Spain,Yes_network,13408694648,Seniors,Spain,Formation,5,-0.1735405503151886,0.7073072272078572,0.45412575585973153,0.12574762532314096,1,0,respondent_id
piloto,13408852591,414689816,19/3/2022 10:32,19/3/2022 10:45,217.216.87.112,Acepto,Masculino,Seniors,Primaria completa,España,Sevilla,Jubilado (a),Más de 10 años,Miembro activo,Hace mucho (más de 10 años),Expert,Si,Más de 10 pichones,NA,NA,1,NA,NA,1,NA,1,NA,NA,1,1,5,5,5,5,5,1,1,5,1,5,NA,5,NA,NA,NA,5,NA,1,"Si, tengo mis consultores",3 personas,NA,NA,NA,NA,NA,NA,Partner_breeder,NA,2,NA,España,NA,Partner_breeder,NA,NA,NA,España,NA,NA,NA,NA,NA,NA,NA,more than 10 years,more than 10 years,NA,Retired,Male,Yes,Active member,Más de 10 pichones,Spain,Yes_network,13408852591,Seniors,Spain,Expert,5,0.26145701021611406,1.2686611383190822,0.8382779387935201,-1.0793894782929114,1,1,respondent_id
piloto,13408845107,414689816,19/3/2022 10:26,19/3/2022 10:36,89.130.132.156,Acepto,Masculino,Adults,Técnica,España,alicante,pensionista,Menos de 1 año,No afiliado,No estoy afiliado,Expert,Si,"Ninguno, estoy iniciando",NA,NA,NA,NA,1,NA,1,NA,NA,NA,3,1,3,NA,3,3,5,NA,3,3,4,5,3,3,3,3,NA,3,3,3,"No consulto a nadie, tomo mis propias decisiones cuando quiero manejar mi aviario",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 year,Not affiliated,University,Retired,Male,Yes,No afiliated,Ninguno,Spain,No_network,13408845107,Adults,Spain,Expert,NA,-2.2783200484814476,0.016007752787185112,-0.6468567828452672,-0.743787178817907,NA,1,respondent_id
piloto,13408743793,414689816,19/3/2022 8:48,19/3/2022 9:00,148.69.197.96,Acepto,Masculino,Adults,Técnica,Portugal,Marinha Grande,Empleado (a),5 – 10 años,Miembro activo,Hace tiempo (más de 5 años),Formation,Si,Más de 50 pichones,1,NA,NA,NA,1,1,NA,NA,1,NA,1,1,5,5,5,5,5,3,1,5,5,3,NA,4,NA,NA,NA,5,NA,1,"Si, tengo mis consultores",2 personas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Partner_breeder,NA,2,NA,Portugal,Amateur,Partner_breeder,3,2,Adults,Portugal,Amateur,NA,more than 5 years,University,Employed,Male,Yes,Active member,Más de 50 pichones,Portugal,Yes_network,13408743793,Adults,Portugal,Formation,5,0.26145701021611406,0.43115767192628557,-0.3386309949813237,-1.0793894782929114,1,0,respondent_id
piloto,13408623375,414689816,19/3/2022 6:32,19/3/2022 6:38,187.95.164.137,Acepto,Masculino,Adults,Universitaria,Brasil,Santa branca,Empleado (a),5 – 10 años,Miembro activo,Hace tiempo (más de 5 años),Amateur,Si,Más de 10 pichones,1,NA,NA,NA,1,1,1,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,more than 5 years,University,Employed,Male,Yes,Active member,Más de 10 pichones,Brazil,NA,13408623375,Adults,Brazil,Amateur,1,0.10514279017686863,0.22358271235673532,0.24982347190609822,0.12574762532314096,0,0,respondent_id
