etapa,respondent_id,collector_id,date_created,date_modified,ip_address,consentimiento,genero,edad,instruccion,pais,ciudad,trabajo,t_cria,afiliacion,t_afiliacion,experiencia,cria_cardenal,cosecha,conocimiento_1,conocimiento_2,conocimiento_3,conocimiento_4,conocimiento_5,conocimiento_6,conocimiento_7,conocimiento_8,conocimiento_9,conocimiento_10,intencion_tenencia1,intencion_tenencia2,intencion_participacion1,intencion_participacion2,act_reconocimiento,act_colaboracion1,act_colaboracion2,act_impostor1,act_impostor2,norm_reconocimiento1,norm_reconocimiento2,norm_colaboracion1,norm_colaboracion2,norm_impostor1,norm_impostor2,moral1,moral2,control_reconocimiento,control_colaboracion,control_impostor,red_comunicacion1,red_comunicacion2,Persona 4_relacion,Persona 4_tiempo,Persona 4_frecuencia,Persona 4_edad,Persona 4_pais,Persona 4_experiencia,Persona 3_relacion,Persona 3_tiempo,Persona 3_frecuencia,Persona 3_edad,Persona 3_pais,Persona 3_experiencia,Persona 2_relacion,Persona 2_tiempo,Persona 2_frecuencia,Persona 2_edad,Persona 2_pais,Persona 2_experiencia,Persona 1_relacion,Persona 1_tiempo,Persona 1_frecuencia,Persona 1_edad,Persona 1_pais,Persona 1_experiencia,t_cria2,t_afiliacion2,instruccion2,trabajo2,genero2,cria_cardenal2,afiliacion2,cosecha2,pais2,red_comunicacion1b,respondent_id,age,country,expert,intention,moral,att,norms,conform,intention2,expert2,by
piloto,13453835148,414689816,24/4/2022 10:58,24/4/2022 11:01,186.167.242.69,Acepto,Masculino,Adults,Técnica,Venezuela,Yaritagua,Trabajo casual,No crío Cardenalitos,Miembro inactivo,Recientemente (más de 1 año),No_breed,No,No crío Cardenalito,1,NA,NA,NA,1,1,NA,NA,1,NA,2,1,NA,4,4,5,4,3,NA,2,4,4,NA,5,NA,NA,NA,5,3,1,"No consulto a nadie, tomo mis propias decisiones cuando quiero manejar mi aviario",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I dont breed RS,NA,University,Casual_job,Male,No,Inactive member,No crío Cardenalito,Venezuela,No_network,13453835148,Adults,Venezuela,No_breed,4,0.5401403507081713,-0.5626664020963101,-0.1343287110276904,-1.9489242824339594,1,0,respondent_id
piloto,13453787300,414689816,24/4/2022 9:01,24/4/2022 9:05,186.167.242.69,Acepto,Masculino,YoungAdults,Secundaria completa,Venezuela,Caracas,Trabajo casual,No crío Cardenalitos,Miembro inactivo,Hace poco (1 año o menos),No_breed,No,No crío Cardenalito,1,1,NA,1,1,1,NA,NA,1,NA,1,1,5,5,5,5,5,4,4,4,5,4,NA,5,NA,NA,NA,NA,NA,4,"Si, tengo mis consultores",1 persona,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Avicultural_directive,3,3,Adults,Venezuela,Expert,I dont breed RS,NA,NA,Casual_job,Male,No,Inactive member,No crío Cardenalito,Venezuela,Yes_network,13453787300,YoungAdults,Venezuela,No_breed,5,0.2444844604228972,0.5042596679123478,0.24982347190609822,0.7283161771311671,1,0,respondent_id
piloto,13453754264,414689816,24/4/2022 7:28,24/4/2022 7:31,186.167.242.217,Acepto,Masculino,Seniors,Universitaria,Venezuela,Caracas,Jubilado (a),No crío Cardenalitos,Miembro activo,Hace mucho (más de 10 años),No_breed,No,No crío Cardenalito,1,NA,NA,NA,1,1,NA,1,1,NA,1,1,5,5,5,4,5,NA,5,4,5,NA,NA,5,NA,NA,NA,5,NA,1,"No consulto a nadie, tomo mis propias decisiones cuando quiero manejar mi aviario",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I dont breed RS,more than 10 years,University,Retired,Male,No,Active member,No crío Cardenalito,Venezuela,No_network,13453754264,Seniors,Venezuela,No_breed,5,0.8188236912002285,0.22358271235673532,0.24982347190609822,-1.0793894782929114,1,0,respondent_id
piloto,13449855262,414689816,19/4/2022 22:21,19/4/2022 22:22,200.93.47.187,Acepto,Femenino,Adults,Universitaria,Venezuela,Caracas,Empleado (a),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,University,Employed,Female,NA,NA,NA,Venezuela,NA,13449855262,Adults,Venezuela,NA,1,0.10514279017686863,0.22358271235673532,0.24982347190609822,0.12574762532314096,0,NA,respondent_id
piloto,13448573768,414689816,18/4/2022 19:54,18/4/2022 19:59,181.41.152.168,Acepto,Femenino,YoungAdults,Universitaria,Venezuela,maracaibo,Desempleado (a),No crío Cardenalitos,No afiliado,No estoy afiliado,No_breed,No,No crío Cardenalito,NA,NA,NA,NA,1,NA,NA,NA,1,NA,1,1,1,1,5,3,5,3,3,3,4,3,3,3,3,3,3,5,3,3,No me interesa la cría de Cardenalito.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I dont breed RS,Not affiliated,University,Unemployed,Female,No,No afiliated,No crío Cardenalito,Venezuela,No_intentions,13448573768,YoungAdults,Venezuela,No_breed,1,-1.4083249274188423,-0.8214957136056115,-1.0554613507525339,-0.743787178817907,0,0,respondent_id
piloto,13448261007,414689816,18/4/2022 14:00,18/4/2022 14:09,201.242.242.121,Acepto,Femenino,Adults,Universitaria,Venezuela,Maturin,Desempleado (a),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,University,Unemployed,Female,NA,NA,NA,Venezuela,NA,13448261007,Adults,Venezuela,NA,1,0.10514279017686863,0.22358271235673532,0.24982347190609822,0.12574762532314096,0,NA,respondent_id
piloto,13448161151,414689816,18/4/2022 12:35,18/4/2022 12:41,177.26.233.55,Acepto,Masculino,Adults,Secundaria completa,Brasil,Casa,Trabajo casual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,NA,1,4,5,1,NA,5,1,NA,4,NA,4,NA,3,3,3,3,1,"Si, tengo mis consultores",2 personas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Partner_breeder,NA,2,NA,Brasil,Amateur,NA,NA,NA,NA,NA,NA,NA,NA,NA,Casual_job,Male,NA,NA,NA,Brazil,Yes_network,13448161151,Adults,Brazil,NA,1,-1.4377241282850688,-2.035195926070603,-0.1343287110276904,-1.9489242824339594,0,NA,respondent_id
piloto,13440185245,414689816,10/4/2022 8:08,10/4/2022 8:13,186.167.249.21,Acepto,Masculino,Adults,Técnica,Venezuela,Caracas,Empleado (a),No crío Cardenalitos,Miembro inactivo,Hace mucho (más de 10 años),No_breed,No,No crío Cardenalito,1,NA,NA,NA,1,1,NA,NA,1,NA,1,1,5,5,5,5,4,5,5,3,5,NA,NA,4,NA,NA,NA,5,NA,1,"Si, tengo mis consultores",2 personas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Partner_breeder,NA,3,NA,Venezuela,NA,Avicultural_directive,3,3,Adults,Venezuela,Expert,I dont breed RS,more than 10 years,University,Employed,Male,No,Inactive member,No crío Cardenalito,Venezuela,Yes_network,13440185245,Adults,Venezuela,No_breed,5,0.8188236912002285,-0.21701666488597404,0.24982347190609822,-1.0793894782929114,1,0,respondent_id
piloto,13438492916,414689816,8/4/2022 7:02,8/4/2022 7:07,186.167.243.168,Acepto,Masculino,Seniors,Universitaria,Venezuela,Marín,Empleado (a),No crío Cardenalitos,No afiliado,No estoy afiliado,No_breed,No,No crío Cardenalito,1,NA,NA,NA,1,1,NA,NA,1,NA,1,1,NA,5,4,4,5,5,5,4,4,3,NA,4,NA,NA,NA,5,3,NA,"No consulto a nadie, tomo mis propias decisiones cuando quiero manejar mi aviario",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I dont breed RS,Not affiliated,University,Employed,Male,No,No afiliated,No crío Cardenalito,Venezuela,No_network,13438492916,Seniors,Venezuela,No_breed,5,0.8188236912002285,-0.19516902083966298,-0.7227831779151123,-0.743787178817907,1,0,respondent_id
piloto,13437851155,414689816,7/4/2022 16:24,7/4/2022 16:29,186.167.251.3,Acepto,Masculino,Adults,Universitaria,Venezuela,Duaca,Empleado (a),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,4,1,4,5,5,5,1,5,4,NA,4,NA,NA,NA,5,3,3,No me interesa la cría de Cardenalito.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,University,Employed,Male,NA,NA,NA,Venezuela,No_intentions,13437851155,Adults,Venezuela,NA,4,0.8188236912002285,-0.8133664992742728,-1.2867852598290563,-0.743787178817907,1,NA,respondent_id
piloto,13437121400,414689816,7/4/2022 6:52,7/4/2022 6:57,186.185.178.102,Acepto,Masculino,Seniors,Universitaria,Venezuela,Carora,Empleado (a),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,4,1,3,4,5,5,4,4,3,NA,5,NA,NA,NA,5,NA,4,"No consulto a nadie, tomo mis propias decisiones cuando quiero manejar mi aviario",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,University,Employed,Male,NA,NA,NA,Venezuela,No_network,13437121400,Seniors,Venezuela,NA,4,0.8188236912002285,-0.8514725719832611,-1.8752397267164782,0.7283161771311671,1,NA,respondent_id
piloto,13437115799,414689816,7/4/2022 6:46,7/4/2022 6:50,186.167.243.52,Acepto,Masculino,Adults,Técnica,Venezuela,Maracay,Trabajo casual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,5,5,4,2,3,5,5,3,5,3,NA,4,NA,NA,3,4,NA,1,No me interesa la cría de Cardenalito.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,University,Casual_job,Male,NA,NA,NA,Venezuela,No_intentions,13437115799,Adults,Venezuela,NA,5,0.38382613066892585,-1.8534258603371954,-0.7227831779151123,-1.0793894782929114,1,NA,respondent_id
piloto,13433839562,414689816,4/4/2022 23:00,5/4/2022 0:58,186.143.197.174,Acepto,Femenino,Seniors,Secundaria completa,Venezuela,Buenos Aires,Jubilado (a),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Retired,Female,NA,NA,NA,Venezuela,NA,13433839562,Seniors,Venezuela,NA,5,0.10514279017686863,0.22358271235673532,0.24982347190609822,0.12574762532314096,1,NA,respondent_id
piloto,13429636085,414689816,1/4/2022 2:58,1/4/2022 3:13,88.20.95.185,Acepto,Masculino,Seniors,Secundaria completa,España,Palma de Mallorca,Jubilado (a),2 años,No afiliado,No estoy afiliado,Amateur,Si,Más de 10 pichones,NA,NA,1,NA,NA,NA,NA,NA,1,NA,1,1,5,5,5,5,5,4,NA,5,5,5,NA,4,3,NA,NA,4,NA,NA,"Si, tengo mis consultores",3 personas,NA,NA,NA,NA,NA,NA,Partner_breeder,NA,3,NA,España,NA,Partner_breeder,NA,3,NA,España,NA,Partner_breeder,3,3,Adults,España,Expert,2 - 3 years,Not affiliated,NA,Retired,Male,Yes,No afiliated,Más de 10 pichones,Spain,Yes_network,13429636085,Seniors,Spain,Amateur,5,-0.45676978952745306,1.2686611383190822,0.12144758302230992,0.12574762532314096,1,0,respondent_id
piloto,13428243464,414689816,31/3/2022 8:48,31/3/2022 8:53,188.84.133.11,Acepto,Masculino,Adults,Primaria completa,España,Málaga,Jubilado (a),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Retired,Male,NA,NA,NA,Spain,NA,13428243464,Adults,Spain,NA,4,0.10514279017686863,0.22358271235673532,0.24982347190609822,0.12574762532314096,1,NA,respondent_id
piloto,13426291567,414689816,30/3/2022 6:15,30/3/2022 6:22,186.167.244.70,Acepto,Masculino,Seniors,Técnica,Venezuela,San Diego,Empleado (a),No crío Cardenalitos,Miembro inactivo,Hace tiempo (más de 5 años),No_breed,No,No crío Cardenalito,NA,NA,NA,NA,1,NA,NA,NA,1,NA,2,1,5,5,4,3,4,5,5,4,4,3,3,3,NA,NA,NA,4,3,3,"Si, tengo mis consultores",1 persona,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Partner_breeder,3,2,Adults,Venezuela,Expert,I dont breed RS,more than 5 years,University,Employed,Male,No,Inactive member,No crío Cardenalito,Venezuela,Yes_network,13426291567,Seniors,Venezuela,No_breed,5,0.38382613066892585,-0.8514725719832611,-0.7227831779151123,-0.743787178817907,1,0,respondent_id
piloto,13425195643,414689816,29/3/2022 13:49,29/3/2022 14:03,95.63.71.99,Acepto,Masculino,Seniors,Secundaria completa,España,Sant Joan d`Alacant ( Alicante).,Jubilado (a),No crío Cardenalitos,Miembro activo,Hace mucho (más de 10 años),Expert,No,No crío Cardenalito,NA,NA,1,1,NA,1,NA,NA,NA,NA,1,1,5,5,5,5,1,1,1,5,5,5,NA,5,NA,NA,NA,1,NA,1,"No consulto a nadie, tomo mis propias decisiones cuando quiero manejar mi aviario",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I dont breed RS,more than 10 years,NA,Retired,Male,No,Active member,No crío Cardenalito,Spain,No_network,13425195643,Seniors,Spain,Expert,5,-1.4785332319090967,-0.23384524403286064,0.8382779387935201,-1.0793894782929114,1,1,respondent_id
piloto,13424806300,414689816,29/3/2022 10:36,29/3/2022 10:42,186.185.230.189,Acepto,Masculino,Adults,Técnica,Venezuela,Tamaca,Empleado (a),No crío Cardenalitos,No afiliado,No estoy afiliado,No_breed,No,No crío Cardenalito,1,NA,NA,NA,1,NA,NA,NA,1,NA,2,2,NA,4,5,4,4,4,4,4,4,4,NA,4,NA,NA,NA,3,3,4,"Si, tengo mis consultores",1 persona,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Partner_breeder,3,2,Seniors,Venezuela,Expert,I dont breed RS,Not affiliated,University,Employed,Male,No,No afiliated,No crío Cardenalito,Venezuela,Yes_network,13424806300,Adults,Venezuela,No_breed,4,-0.1905131001084055,-0.1520438832312504,0.24982347190609822,-0.14121862700988075,1,0,respondent_id
piloto,13424784129,414689816,29/3/2022 10:26,29/3/2022 10:32,186.185.230.189,Acepto,Masculino,Seniors,Universitaria,Venezuela,Sanare,Jubilado (a),Más de 10 años,Miembro inactivo,Hace mucho (más de 10 años),Expert,No,2-5 pichones,NA,NA,NA,NA,1,NA,NA,NA,1,NA,1,1,5,5,4,4,4,5,5,2,4,3,NA,3,NA,NA,NA,5,NA,1,"No consulto a nadie, tomo mis propias decisiones cuando quiero manejar mi aviario",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,more than 10 years,more than 10 years,University,Retired,Male,No,Inactive member,NA,Venezuela,No_network,13424784129,Seniors,Venezuela,Expert,5,0.8188236912002285,-1.2620950908483208,-0.7227831779151123,-1.0793894782929114,1,1,respondent_id
piloto,13424770162,414689816,29/3/2022 10:19,29/3/2022 10:21,186.185.230.189,Acepto,Masculino,Adults,Técnica,Venezuela,Duaca,Trabajo casual,No crío Cardenalitos,Miembro activo,Hace tiempo (más de 5 años),No_breed,No,No crío Cardenalito,1,NA,NA,NA,1,1,NA,NA,1,NA,2,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I dont breed RS,more than 5 years,University,Casual_job,Male,No,Active member,No crío Cardenalito,Venezuela,NA,13424770162,Adults,Venezuela,No_breed,NA,0.10514279017686863,0.22358271235673532,0.24982347190609822,0.12574762532314096,NA,0,respondent_id
piloto,13424265975,414689816,29/3/2022 4:45,29/3/2022 4:54,88.28.13.50,Acepto,Masculino,Adults,Universitaria,España,Oviedo,Empleado (a),5 – 10 años,Miembro activo,Hace mucho (más de 10 años),Formation,Si,Más de 5 pichones,1,NA,NA,NA,1,1,NA,NA,1,NA,1,1,5,5,5,5,5,1,1,5,5,5,NA,5,NA,NA,NA,1,NA,5,"Si, tengo mis consultores",4 personas,Experts,NA,2,NA,España,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,more than 10 years,University,Employed,Male,Yes,Active member,Más de 5 pichones,Spain,Yes_network,13424265975,Adults,Spain,Formation,5,-1.4785332319090967,1.2686611383190822,0.8382779387935201,1.3308847289391934,1,0,respondent_id
piloto,13424195717,414689816,29/3/2022 3:47,29/3/2022 4:06,94.176.139.107,Acepto,Masculino,Seniors,Secundaria completa,España,Murcia,Jubilado (a),Más de 10 años,Miembro activo,Hace mucho (más de 10 años),Expert,Si,Más de 50 pichones,NA,NA,1,1,1,NA,1,1,1,NA,1,1,5,5,4,4,5,4,4,5,5,4,NA,4,NA,NA,NA,4,NA,4,"Si, tengo mis consultores",2 personas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Partner_breeder,4,2,NA,España,NA,Partner_breeder,4,2,Adults,España,Expert,more than 10 years,more than 10 years,NA,Retired,Male,Yes,Active member,Más de 50 pichones,Spain,Yes_network,13424195717,Seniors,Spain,Expert,5,0.2444844604228972,0.5692324495670714,-0.1343287110276904,0.7283161771311671,1,1,respondent_id
piloto,13424197962,414689816,29/3/2022 3:50,29/3/2022 3:58,154.63.29.53,Acepto,Masculino,Seniors,Primaria completa,España,Cabezuela,Jubilado (a),Más de 10 años,Miembro activo,Hace mucho (más de 10 años),Expert,Si,Más de 10 pichones,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,1,5,5,5,5,5,4,1,4,4,4,NA,4,NA,NA,NA,4,NA,4,"No consulto a nadie, tomo mis propias decisiones cuando quiero manejar mi aviario",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,more than 10 years,more than 10 years,NA,Retired,Male,Yes,Active member,Más de 10 pichones,Spain,No_network,13424197962,Seniors,Spain,Expert,5,-0.1735405503151886,0.5042596679123478,0.24982347190609822,0.7283161771311671,1,1,respondent_id
piloto,13424195350,414689816,29/3/2022 3:48,29/3/2022 3:52,90.167.203.165,Acepto,Masculino,YoungAdults,Técnica,España,Sevilla,Empleado (a),2 años,Miembro inactivo,Hace mucho (más de 10 años),Formation,Si,Más de 10 pichones,1,NA,NA,NA,1,1,NA,NA,1,NA,1,1,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2 - 3 years,more than 10 years,University,Employed,Male,Yes,Inactive member,Más de 10 pichones,Spain,NA,13424195350,YoungAdults,Spain,Formation,5,0.10514279017686863,0.22358271235673532,0.24982347190609822,0.12574762532314096,1,0,respondent_id
piloto,13424185022,414689816,29/3/2022 3:39,29/3/2022 3:48,90.167.255.255,Acepto,Masculino,Seniors,Universitaria,España,Palencia,Empleado (a),Más de 10 años,Miembro activo,Hace mucho (más de 10 años),Expert,Si,Más de 10 pichones,1,NA,NA,NA,1,1,NA,NA,NA,NA,1,1,5,5,5,5,5,3,3,5,5,5,NA,5,NA,NA,NA,5,NA,3,"No consulto a nadie, tomo mis propias decisiones cuando quiero manejar mi aviario",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,more than 10 years,more than 10 years,University,Employed,Male,Yes,Active member,Más de 10 pichones,Spain,No_network,13424185022,Seniors,Spain,Expert,5,0.5401403507081713,1.2686611383190822,0.8382779387935201,0.12574762532314096,1,1,respondent_id
piloto,13424095413,414689816,29/3/2022 2:00,29/3/2022 2:06,83.48.95.83,Acepto,Masculino,Seniors,Universitaria,España,Villanueva de la Torre,Empleado (a),5 – 10 años,Miembro activo,Hace mucho (más de 10 años),Expert,Si,Más de 10 pichones,1,NA,NA,NA,1,1,NA,NA,1,NA,1,1,5,5,5,5,5,1,1,5,5,5,NA,5,NA,NA,NA,1,NA,1,"Si, tengo mis consultores",1 persona,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Partner_breeder,4,2,Seniors,España,Expert,NA,more than 10 years,University,Employed,Male,Yes,Active member,Más de 10 pichones,Spain,Yes_network,13424095413,Seniors,Spain,Expert,5,-1.4785332319090967,1.2686611383190822,0.8382779387935201,-1.0793894782929114,1,1,respondent_id
piloto,13423979243,414689816,28/3/2022 23:04,28/3/2022 23:06,31.4.223.249,Acepto,Masculino,Adults,Universitaria,España,SEVILLA,Empleado (a),5 – 10 años,Miembro inactivo,Hace mucho (más de 10 años),Amateur,Si,Más de 50 pichones,1,NA,NA,1,NA,1,1,1,1,NA,1,1,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,more than 10 years,University,Employed,Male,Yes,Inactive member,Más de 50 pichones,Spain,NA,13423979243,Adults,Spain,Amateur,5,0.10514279017686863,0.22358271235673532,0.24982347190609822,0.12574762532314096,1,0,respondent_id
piloto,13423712206,414689816,28/3/2022 18:52,28/3/2022 19:07,85.52.163.182,Acepto,Masculino,Adults,Secundaria completa,España,Huelva,Incapacitado,No crío Cardenalitos,Miembro activo,Recientemente (más de 1 año),No_breed,No,No crío Cardenalito,NA,NA,NA,NA,1,NA,NA,NA,1,NA,2,2,2,NA,NA,4,4,3,3,3,5,3,3,3,NA,3,3,4,3,3,No me interesa la cría de Cardenalito.,4 personas,Partner_breeder,NA,4,NA,España,NA,Partner_breeder,NA,4,NA,España,NA,Partner_breeder,NA,4,NA,España,Formation,Partner_breeder,3,4,Adults,España,Expert,I dont breed RS,NA,NA,Retired,Male,No,Active member,No crío Cardenalito,Spain,No_intentions,13423712206,Adults,Spain,No_breed,NA,-1.2814099082458232,-0.9164453536379847,-0.3386309949813237,-0.743787178817907,NA,0,respondent_id
piloto,13423643986,414689816,28/3/2022 18:06,28/3/2022 18:14,86.127.227.253,Acepto,Masculino,Adults,Secundaria completa,España,Córdoba,Empleado (a),5 – 10 años,Miembro inactivo,Hace mucho (más de 10 años),Amateur,Si,Más de 10 pichones,1,NA,NA,NA,NA,1,NA,NA,NA,NA,5,1,5,5,5,5,5,NA,NA,5,5,5,NA,5,NA,NA,NA,5,NA,1,"Si, tengo mis consultores",4 personas,Partner_breeder,NA,2,NA,España,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Partner_breeder,3,3,Adults,España,Expert,NA,more than 10 years,NA,Employed,Male,Yes,Inactive member,Más de 10 pichones,Spain,Yes_network,13423643986,Adults,Spain,Amateur,5,0.5401403507081713,1.2686611383190822,0.8382779387935201,-1.0793894782929114,1,0,respondent_id
piloto,13423631764,414689816,28/3/2022 17:59,28/3/2022 18:07,212.104.168.119,Acepto,Masculino,YoungAdults,Técnica,España,Sevilla,Autónomo,1 año,Miembro activo,Hace mucho (más de 10 años),Formation,Si,Más de 5 pichones,1,NA,NA,NA,1,1,1,1,1,NA,1,1,5,5,5,3,5,1,1,3,1,3,NA,5,NA,NA,NA,5,3,1,"Si, tengo mis consultores",4 personas,Partner_breeder,NA,2,NA,España,NA,Partner_breeder,NA,3,NA,España,NA,Partner_breeder,NA,4,NA,España,NA,Partner_breeder,3,3,Adults,España,Expert,1 year,more than 10 years,University,Business,Male,Yes,Active member,Más de 5 pichones,Spain,Yes_network,13423631764,YoungAdults,Spain,Formation,5,0.26145701021611406,-0.8214957136056115,-0.3386309949813237,-1.9489242824339594,1,0,respondent_id
piloto,13423634783,414689816,28/3/2022 18:01,28/3/2022 18:03,85.136.82.23,Acepto,Masculino,YoungAdults,Universitaria,España,Málaga,Desempleado (a),No crío Cardenalitos,Miembro activo,Hace mucho (más de 10 años),No_breed,No,No crío Cardenalito,1,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I dont breed RS,more than 10 years,University,Unemployed,Male,No,Active member,No crío Cardenalito,Spain,NA,13423634783,YoungAdults,Spain,No_breed,NA,0.10514279017686863,0.22358271235673532,0.24982347190609822,0.12574762532314096,NA,0,respondent_id
piloto,13423624263,414689816,28/3/2022 17:52,28/3/2022 18:01,81.203.110.228,Acepto,Masculino,Seniors,Técnica,España,Palencia,Jubilado (a),2 años,Miembro activo,Hace mucho (más de 10 años),Amateur,Si,Más de 10 pichones,1,NA,NA,NA,1,NA,NA,NA,1,NA,1,1,1,4,5,5,5,1,1,5,5,5,NA,5,NA,NA,NA,5,3,4,"Si, tengo mis consultores",4 personas,Experts,NA,4,NA,España,NA,Experts,NA,4,NA,España,NA,Experts,NA,2,NA,Venezuela,NA,Experts,1,2,Seniors,Argentina,Expert,2 - 3 years,more than 10 years,University,Retired,Male,Yes,Active member,Más de 10 pichones,Spain,Yes_network,13423624263,Seniors,Spain,Amateur,4,0.26145701021611406,1.2686611383190822,0.8382779387935201,-0.14121862700988075,1,0,respondent_id
