etapa,respondent_id,collector_id,date_created,date_modified,ip_address,consentimiento,genero,edad,instruccion,pais,ciudad,trabajo,t_cria,afiliacion,t_afiliacion,experiencia,cria_cardenal,cosecha,conocimiento_1,conocimiento_2,conocimiento_3,conocimiento_4,conocimiento_5,conocimiento_6,conocimiento_7,conocimiento_8,conocimiento_9,conocimiento_10,intencion_tenencia1,intencion_tenencia2,intencion_participacion1,intencion_participacion2,act_reconocimiento,act_colaboracion1,act_colaboracion2,act_impostor1,act_impostor2,norm_reconocimiento1,norm_reconocimiento2,norm_colaboracion1,norm_colaboracion2,norm_impostor1,norm_impostor2,moral1,moral2,control_reconocimiento,control_colaboracion,control_impostor,red_comunicacion1,red_comunicacion2,Persona 4_relacion,Persona 4_tiempo,Persona 4_frecuencia,Persona 4_edad,Persona 4_pais,Persona 4_experiencia,Persona 3_relacion,Persona 3_tiempo,Persona 3_frecuencia,Persona 3_edad,Persona 3_pais,Persona 3_experiencia,Persona 2_relacion,Persona 2_tiempo,Persona 2_frecuencia,Persona 2_edad,Persona 2_pais,Persona 2_experiencia,Persona 1_relacion,Persona 1_tiempo,Persona 1_frecuencia,Persona 1_edad,Persona 1_pais,Persona 1_experiencia
piloto,13437851155,414689816,7/4/2022 16:24,7/4/2022 16:29,186.167.251.3,Acepto,Masculino,31 – 40,Universitaria,Venezuela,Duaca,Empleado (a),,,,,,,,,,,,,,,,,1. Nada probable,1. Nada probable,4.Probable,4. Probable,1. Totalmente en desacuerdo,4. Probable,5. Totalmente de acuerdo,5. Totalmente de acuerdo,5. Totalmente de acuerdo,1. Nada probable,5. Totalmente de acuerdo,4. De acuerdo,4. Cierto,4. De acuerdo,5. Totalmente cierto,5.Totalmente cierto,5. Totalmente cierto,5. Totalmente de acuerdo,3. No estoy seguro (a),3. No estoy seguro (a),No me interesa la cría de Cardenalito.,,,,,,,,,,,,,,,,,,,,,,,,,
piloto,13437121400,414689816,7/4/2022 6:52,7/4/2022 6:57,186.185.178.102,Acepto,Masculino,51 – 60,Universitaria,Venezuela,Carora,Empleado (a),,,,,,,,,,,,,,,,,1. Nada probable,1. Nada probable,4.Probable,4. Probable,1. Totalmente en desacuerdo,3. No estoy seguro (a),4. De acuerdo,5. Totalmente de acuerdo,5. Totalmente de acuerdo,4. Probable,4. De acuerdo,3. No estoy seguro (a),5. Totalmente cierto,5. Totalmente de acuerdo,5. Totalmente cierto,5.Totalmente cierto,5. Totalmente cierto,5. Totalmente de acuerdo,2. Falso,4. De acuerdo,"No consulto a nadie, tomo mis propias decisiones cuando quiero manejar mi aviario",,,,,,,,,,,,,,,,,,,,,,,,,
piloto,13437115799,414689816,7/4/2022 6:46,7/4/2022 6:50,186.167.243.52,Acepto,Masculino,41 - 50,Técnica,Venezuela,Maracay,Trabajo casual,,,,,,,,,,,,,,,,,2. Poco probable,1. Nada probable,5. Muy probable,5. Muy probable,4. De acuerdo,2. Poco probable,3. No estoy seguro (a),5. Totalmente de acuerdo,5. Totalmente de acuerdo,3. No estoy seguro (a),5. Totalmente de acuerdo,3. No estoy seguro (a),4. Cierto,4. De acuerdo,5. Totalmente cierto,4. Cierto,3. No estoy seguro (a),4. De acuerdo,5. Totalmente cierto,1. Totalmente en desacuerdo,No me interesa la cría de Cardenalito.,,,,,,,,,,,,,,,,,,,,,,,,,
piloto,13433839562,414689816,4/4/2022 23:00,5/4/2022 0:58,186.143.197.174,Acepto,Femenino,51 – 60,Secundaria completa,Venezuela,Buenos Aires,Jubilado (a),,,,,,,,,,,,,,,,,1. Nada probable,1. Nada probable,5. Muy probable,5. Muy probable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
piloto,13429636085,414689816,1/4/2022 2:58,1/4/2022 3:13,88.20.95.185,Acepto,Masculino,>61,Secundaria completa,España,Palma de Mallorca,Jubilado (a),2 años,No afiliado,No estoy afiliado,Aficionado,Si,Más de 10 pichones,,,Usar únicamente Cardenalito ancestral,,,,,,Educar e instruir a criadores noveles con buenas prácticas de cría para evitar la demanda de Cardenalitos silvestres,,1. Nada probable,1. Nada probable,5. Muy probable,5. Muy probable,5. Totalmente de acuerdo,5. Muy probable,5. Totalmente de acuerdo,4. De acuerdo,2. En desacuerdo,5. Muy probable,5. Totalmente de acuerdo,5. Totalmente de acuerdo,5. Totalmente cierto,4. De acuerdo,3. No estoy seguro (a),5.Totalmente cierto,5. Totalmente cierto,4. De acuerdo,4. Cierto,2. En desacuerdo,"Si, tengo mis consultores",3 personas,,,,,,,Colega avicultor,Hace mucho (de 3 a 10 años),Frecuentemente (1 o más al mes),31 - 40 años,España,Expermentado,Colega avicultor,Hace mucho (de 3 a 10 años),Frecuentemente (1 o más al mes),41 - 50 años,España,Expermentado,Colega avicultor,Hace mucho (3 -10 años),Frecuentemente (1 o más al mes),41 -50,España,Experimentado
piloto,13428243464,414689816,31/3/2022 8:48,31/3/2022 8:53,188.84.133.11,Acepto,Masculino,41 - 50,Primaria completa,España,Málaga,Jubilado (a),,,,,,,,,,,,,,,,,1. Nada probable,1. Nada probable,1. Nada probable,4. Probable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
piloto,13426291567,414689816,30/3/2022 6:15,30/3/2022 6:22,186.167.244.70,Acepto,Masculino,51 – 60,Técnica,Venezuela,San Diego,Empleado (a),No crío Cardenalitos,Miembro inactivo,Hace tiempo (más de 5 años),No crío Cardenalitos,No,No crío Cardenalito,,,,,Ser difusor de buenas prácticas de cría,,,,Educar e instruir a criadores noveles con buenas prácticas de cría para evitar la demanda de Cardenalitos silvestres,,2. Poco probable,1. Nada probable,5. Muy probable,5. Muy probable,4. De acuerdo,3. No estoy seguro (a),4. De acuerdo,5. Totalmente de acuerdo,5. Totalmente de acuerdo,4. Probable,4. De acuerdo,3. No estoy seguro (a),3. No estoy seguro (a),3. No estoy seguro (a),5. Totalmente cierto,5.Totalmente cierto,5. Totalmente cierto,4. De acuerdo,3. No estoy seguro (a),3. No estoy seguro (a),"Si, tengo mis consultores",1 persona,,,,,,,,,,,,,,,,,,,Colega avicultor,Hace mucho (3 -10 años),Ocasionalmente (varias veces al año),41 -50,Venezuela,Experimentado
piloto,13425195643,414689816,29/3/2022 13:49,29/3/2022 14:03,95.63.71.99,Acepto,Masculino,>61,Secundaria completa,España,Sant Joan d`Alacant ( Alicante).,Jubilado (a),No crío Cardenalitos,Miembro activo,Hace mucho (más de 10 años),Experimentado,No,No crío Cardenalito,,,Usar únicamente Cardenalito ancestral,Usar solo mutaciones o híbridos,,No usar Cardenalitos silvestres en el plantel de cría,,,,,1. Nada probable,1. Nada probable,5. Muy probable,5. Muy probable,5. Totalmente de acuerdo,5. Muy probable,1. Totalmente en desacuerdo,1. Totalmente en desacuerdo,1. Totalmente en desacuerdo,5. Muy probable,5. Totalmente de acuerdo,5. Totalmente de acuerdo,5. Totalmente cierto,5. Totalmente de acuerdo,5. Totalmente cierto,5.Totalmente cierto,5. Totalmente cierto,1. Totalmente en desacuerdo,5. Totalmente cierto,1. Totalmente en desacuerdo,"No consulto a nadie, tomo mis propias decisiones cuando quiero manejar mi aviario",,,,,,,,,,,,,,,,,,,,,,,,,
piloto,13424806300,414689816,29/3/2022 10:36,29/3/2022 10:42,186.185.230.189,Acepto,Masculino,31 – 40,Técnica,Venezuela,Tamaca,Empleado (a),No crío Cardenalitos,No afiliado,No estoy afiliado,No crío Cardenalitos,No,No crío Cardenalito,No usar Cardenalitos silvestres,,,,Ser difusor de buenas prácticas de cría,,,,Educar e instruir a criadores noveles con buenas prácticas de cría para evitar la demanda de Cardenalitos silvestres,,2. Poco probable,2. Poco probable,4.Probable,4. Probable,5. Totalmente de acuerdo,4. Probable,4. De acuerdo,4. De acuerdo,4. De acuerdo,4. Probable,4. De acuerdo,4. De acuerdo,4. Cierto,4. De acuerdo,5. Totalmente cierto,4. Cierto,5. Totalmente cierto,3. No estoy seguro (a),3. No estoy seguro (a),4. De acuerdo,"Si, tengo mis consultores",1 persona,,,,,,,,,,,,,,,,,,,Colega avicultor,Hace mucho (3 -10 años),Ocasionalmente (varias veces al año),51 – 60,Venezuela,Experimentado
piloto,13424784129,414689816,29/3/2022 10:26,29/3/2022 10:32,186.185.230.189,Acepto,Masculino,>61,Universitaria,Venezuela,Sanare,Jubilado (a),Más de 10 años,Miembro inactivo,Hace mucho (más de 10 años),Experimentado,No,2-5 pichones,,,,,Ser difusor de buenas prácticas de cría,,,,Educar e instruir a criadores noveles con buenas prácticas de cría para evitar la demanda de Cardenalitos silvestres,,1. Nada probable,1. Nada probable,5. Muy probable,5. Muy probable,4. De acuerdo,4. Probable,4. De acuerdo,5. Totalmente de acuerdo,5. Totalmente de acuerdo,2. Poco probable,4. De acuerdo,3. No estoy seguro (a),4. Cierto,3. No estoy seguro (a),5. Totalmente cierto,5.Totalmente cierto,5. Totalmente cierto,5. Totalmente de acuerdo,4. Cierto,1. Totalmente en desacuerdo,"No consulto a nadie, tomo mis propias decisiones cuando quiero manejar mi aviario",,,,,,,,,,,,,,,,,,,,,,,,,
piloto,13424770162,414689816,29/3/2022 10:19,29/3/2022 10:21,186.185.230.189,Acepto,Masculino,41 - 50,Técnica,Venezuela,Duaca,Trabajo casual,No crío Cardenalitos,Miembro activo,Hace tiempo (más de 5 años),No crío Cardenalitos,No,No crío Cardenalito,No usar Cardenalitos silvestres,,,,Ser difusor de buenas prácticas de cría,No usar Cardenalitos silvestres en el plantel de cría,,,Educar e instruir a criadores noveles con buenas prácticas de cría para evitar la demanda de Cardenalitos silvestres,,2. Poco probable,1. Nada probable,3. No estoy seguro (a),2. Nada probable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
piloto,13424265975,414689816,29/3/2022 4:45,29/3/2022 4:54,88.28.13.50,Acepto,Masculino,41 - 50,Universitaria,España,Oviedo,Empleado (a),5 – 10 años,Miembro activo,Hace mucho (más de 10 años),En formación,Si,Más de 5 pichones,No usar Cardenalitos silvestres,,,,Ser difusor de buenas prácticas de cría,No usar Cardenalitos silvestres en el plantel de cría,,,Educar e instruir a criadores noveles con buenas prácticas de cría para evitar la demanda de Cardenalitos silvestres,,1. Nada probable,1. Nada probable,5. Muy probable,5. Muy probable,5. Totalmente de acuerdo,5. Muy probable,5. Totalmente de acuerdo,1. Totalmente en desacuerdo,1. Totalmente en desacuerdo,5. Muy probable,5. Totalmente de acuerdo,5. Totalmente de acuerdo,5. Totalmente cierto,5. Totalmente de acuerdo,5. Totalmente cierto,5.Totalmente cierto,5. Totalmente cierto,1. Totalmente en desacuerdo,5. Totalmente cierto,5. Totalmente de acuerdo,"Si, tengo mis consultores",4 personas,Grupo de expertos,Hace mucho (de 3 a 10 años),Ocasionalmente (varias veces al año),41 - 50 años,España,Expermentado,,,,,,,,,,,,,,,,,,
piloto,13424195717,414689816,29/3/2022 3:47,29/3/2022 4:06,94.176.139.107,Acepto,Masculino,>61,Secundaria completa,España,Murcia,Jubilado (a),Más de 10 años,Miembro activo,Hace mucho (más de 10 años),Experimentado,Si,Más de 50 pichones,,,Usar únicamente Cardenalito ancestral,Usar solo mutaciones o híbridos,Ser difusor de buenas prácticas de cría,,Usar cruces genéticos que eviten el uso de Cardenalitos silvestres para renovación de sangre,Promover cruces genéticos dentro del plantel de cría para la obtención de mutaciones,Educar e instruir a criadores noveles con buenas prácticas de cría para evitar la demanda de Cardenalitos silvestres,,1. Nada probable,1. Nada probable,5. Muy probable,5. Muy probable,4. De acuerdo,4. Probable,5. Totalmente de acuerdo,4. De acuerdo,4. De acuerdo,5. Muy probable,5. Totalmente de acuerdo,4. De acuerdo,4. Cierto,4. De acuerdo,4. Cierto,5.Totalmente cierto,5. Totalmente cierto,4. De acuerdo,4. Cierto,4. De acuerdo,"Si, tengo mis consultores",2 personas,,,,,,,,,,,,,Colega avicultor,Desde siempre (más de 10 años),Ocasionalmente (varias veces al año),51-60 años,España,Expermentado,Colega avicultor,Desde siempre (más de 10 años),Ocasionalmente (varias veces al año),41 -50,España,Experimentado
piloto,13424197962,414689816,29/3/2022 3:50,29/3/2022 3:58,154.63.29.53,Acepto,Masculino,51 – 60,Primaria completa,España,Cabezuela,Jubilado (a),Más de 10 años,Miembro activo,Hace mucho (más de 10 años),Experimentado,Si,Más de 10 pichones,,,,,Ser difusor de buenas prácticas de cría,No usar Cardenalitos silvestres en el plantel de cría,,,,,1. Nada probable,1. Nada probable,5. Muy probable,5. Muy probable,5. Totalmente de acuerdo,5. Muy probable,5. Totalmente de acuerdo,4. De acuerdo,1. Totalmente en desacuerdo,4. Probable,4. De acuerdo,4. De acuerdo,4. Cierto,4. De acuerdo,4. Cierto,4. Cierto,4. Cierto,4. De acuerdo,4. Cierto,4. De acuerdo,"No consulto a nadie, tomo mis propias decisiones cuando quiero manejar mi aviario",,,,,,,,,,,,,,,,,,,,,,,,,
piloto,13424195350,414689816,29/3/2022 3:48,29/3/2022 3:52,90.167.203.165,Acepto,Masculino,21 – 30,Técnica,España,Sevilla,Empleado (a),2 años,Miembro inactivo,Hace mucho (más de 10 años),En formación,Si,Más de 10 pichones,No usar Cardenalitos silvestres,,,,Ser difusor de buenas prácticas de cría,No usar Cardenalitos silvestres en el plantel de cría,,,Educar e instruir a criadores noveles con buenas prácticas de cría para evitar la demanda de Cardenalitos silvestres,,1. Nada probable,1. Nada probable,5. Muy probable,5. Muy probable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
piloto,13424185022,414689816,29/3/2022 3:39,29/3/2022 3:48,90.167.255.255,Acepto,Masculino,51 – 60,Universitaria,España,Palencia,Empleado (a),Más de 10 años,Miembro activo,Hace mucho (más de 10 años),Experimentado,Si,Más de 10 pichones,No usar Cardenalitos silvestres,,,,Ser difusor de buenas prácticas de cría,No usar Cardenalitos silvestres en el plantel de cría,,,,,1. Nada probable,1. Nada probable,5. Muy probable,5. Muy probable,5. Totalmente de acuerdo,5. Muy probable,5. Totalmente de acuerdo,3. No estoy seguro (a),3. No estoy seguro (a),5. Muy probable,5. Totalmente de acuerdo,5. Totalmente de acuerdo,5. Totalmente cierto,5. Totalmente de acuerdo,5. Totalmente cierto,5.Totalmente cierto,5. Totalmente cierto,5. Totalmente de acuerdo,5. Totalmente cierto,3. No estoy seguro (a),"No consulto a nadie, tomo mis propias decisiones cuando quiero manejar mi aviario",,,,,,,,,,,,,,,,,,,,,,,,,
piloto,13424095413,414689816,29/3/2022 2:00,29/3/2022 2:06,83.48.95.83,Acepto,Masculino,>61,Universitaria,España,Villanueva de la Torre,Empleado (a),5 – 10 años,Miembro activo,Hace mucho (más de 10 años),Experimentado,Si,Más de 10 pichones,No usar Cardenalitos silvestres,,,,Ser difusor de buenas prácticas de cría,No usar Cardenalitos silvestres en el plantel de cría,,,Educar e instruir a criadores noveles con buenas prácticas de cría para evitar la demanda de Cardenalitos silvestres,,1. Nada probable,1. Nada probable,5. Muy probable,5. Muy probable,5. Totalmente de acuerdo,5. Muy probable,5. Totalmente de acuerdo,1. Totalmente en desacuerdo,1. Totalmente en desacuerdo,5. Muy probable,5. Totalmente de acuerdo,5. Totalmente de acuerdo,5. Totalmente cierto,5. Totalmente de acuerdo,5. Totalmente cierto,5.Totalmente cierto,5. Totalmente cierto,1. Totalmente en desacuerdo,5. Totalmente cierto,1. Totalmente en desacuerdo,"Si, tengo mis consultores",1 persona,,,,,,,,,,,,,,,,,,,Colega avicultor,Desde siempre (más de 10 años),Ocasionalmente (varias veces al año),más de 61 años,España,Experimentado
piloto,13423979243,414689816,28/3/2022 23:04,28/3/2022 23:06,31.4.223.249,Acepto,Masculino,41 - 50,Universitaria,España,SEVILLA,Empleado (a),5 – 10 años,Miembro inactivo,Hace mucho (más de 10 años),Aficionado,Si,Más de 50 pichones,No usar Cardenalitos silvestres,,,Usar solo mutaciones o híbridos,,No usar Cardenalitos silvestres en el plantel de cría,Usar cruces genéticos que eviten el uso de Cardenalitos silvestres para renovación de sangre,Promover cruces genéticos dentro del plantel de cría para la obtención de mutaciones,Educar e instruir a criadores noveles con buenas prácticas de cría para evitar la demanda de Cardenalitos silvestres,,1. Nada probable,1. Nada probable,5. Muy probable,5. Muy probable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
piloto,13423712206,414689816,28/3/2022 18:52,28/3/2022 19:07,85.52.163.182,Acepto,Masculino,41 - 50,Secundaria completa,España,Huelva,Incapacitado,No crío Cardenalitos,Miembro activo,Recientemente (más de 1 año),No crío Cardenalitos,No,No crío Cardenalito,,,,,Ser difusor de buenas prácticas de cría,,,,Educar e instruir a criadores noveles con buenas prácticas de cría para evitar la demanda de Cardenalitos silvestres,,2. Poco probable,2. Poco probable,2. Poco probable,2. Nada probable,2. En desacuerdo,4. Probable,4. De acuerdo,3. No estoy seguro (a),3. No estoy seguro (a),3. No estoy seguro (a),5. Totalmente de acuerdo,3. No estoy seguro (a),3. No estoy seguro (a),3. No estoy seguro (a),4. Cierto,3. No estoy seguro (a),3. No estoy seguro (a),4. De acuerdo,3. No estoy seguro (a),3. No estoy seguro (a),No me interesa la cría de Cardenalito.,4 personas,Colega avicultor,Hace mucho (de 3 a 10 años),Todos los días,31 - 40 años,España,Expermentado,Colega avicultor,Hace poco (de 1 a 2 años),Todos los días,31 - 40 años,España,Expermentado,Amigo,Hace poco (de 1 a 2 años),Todos los días,31 - 40 años,España,En formación,Colega avicultor,Hace mucho (3 -10 años),Todos los días,31 – 40 años,España,Experimentado
piloto,13423643986,414689816,28/3/2022 18:06,28/3/2022 18:14,86.127.227.253,Acepto,Masculino,31 – 40,Secundaria completa,España,Córdoba,Empleado (a),5 – 10 años,Miembro inactivo,Hace mucho (más de 10 años),Aficionado,Si,Más de 10 pichones,No usar Cardenalitos silvestres,,,,,No usar Cardenalitos silvestres en el plantel de cría,,,,,5. Muy probable,1. Nada probable,5. Muy probable,5. Muy probable,5. Totalmente de acuerdo,5. Muy probable,5. Totalmente de acuerdo,2. En desacuerdo,2. En desacuerdo,5. Muy probable,5. Totalmente de acuerdo,5. Totalmente de acuerdo,5. Totalmente cierto,5. Totalmente de acuerdo,5. Totalmente cierto,5.Totalmente cierto,5. Totalmente cierto,5. Totalmente de acuerdo,5. Totalmente cierto,1. Totalmente en desacuerdo,"Si, tengo mis consultores",4 personas,Amigo,Hace mucho (de 3 a 10 años),Ocasionalmente (varias veces al año),41 - 50 años,España,Expermentado,,,,,,,,,,,,,Amigo,Hace mucho (3 -10 años),Frecuentemente (1 o más al mes),41 -50,España,Experimentado
piloto,13423631764,414689816,28/3/2022 17:59,28/3/2022 18:07,212.104.168.119,Acepto,Masculino,21 – 30,Técnica,España,Sevilla,Autónomo,1 año,Miembro activo,Hace mucho (más de 10 años),En formación,Si,Más de 5 pichones,No usar Cardenalitos silvestres,,,,Ser difusor de buenas prácticas de cría,No usar Cardenalitos silvestres en el plantel de cría,Usar cruces genéticos que eviten el uso de Cardenalitos silvestres para renovación de sangre,Promover cruces genéticos dentro del plantel de cría para la obtención de mutaciones,Educar e instruir a criadores noveles con buenas prácticas de cría para evitar la demanda de Cardenalitos silvestres,,1. Nada probable,1. Nada probable,5. Muy probable,5. Muy probable,5. Totalmente de acuerdo,3. No estoy seguro (a),5. Totalmente de acuerdo,1. Totalmente en desacuerdo,1. Totalmente en desacuerdo,3. No estoy seguro (a),1. Totalmente en desacuerdo,3. No estoy seguro (a),5. Totalmente cierto,5. Totalmente de acuerdo,1. Totalmente falso,5.Totalmente cierto,5. Totalmente cierto,5. Totalmente de acuerdo,3. No estoy seguro (a),1. Totalmente en desacuerdo,"Si, tengo mis consultores",4 personas,Colega avicultor,Hace poco (de 1 a 2 años),Ocasionalmente (varias veces al año),31 - 40 años,España,Expermentado,Colega avicultor,Hace mucho (de 3 a 10 años),Frecuentemente (1 o más al mes),41 - 50 años,España,Expermentado,Colega avicultor,Hace mucho (de 3 a 10 años),Todos los días,41 - 50 años,España,Expermentado,Colega avicultor,Hace mucho (3 -10 años),Frecuentemente (1 o más al mes),41 -50,España,Experimentado
piloto,13423634783,414689816,28/3/2022 18:01,28/3/2022 18:03,85.136.82.23,Acepto,Masculino,21 – 30,Universitaria,España,Málaga,Desempleado (a),No crío Cardenalitos,Miembro activo,Hace mucho (más de 10 años),No crío Cardenalitos,No,No crío Cardenalito,No usar Cardenalitos silvestres,,,,,No usar Cardenalitos silvestres en el plantel de cría,,,Educar e instruir a criadores noveles con buenas prácticas de cría para evitar la demanda de Cardenalitos silvestres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
